id,name,mail_address_1,mail_address_2,city,state,country,zip,phone,fitter,retailer,longitude,latitude,created_at,updated_at,place_id,website,formatted_address,google_places_name
129,"505 - Golf Town, Edmonton",1940 99th Street Nw,"Edmonton, AB T6N 1K9",Edmonton,AB,CANADA,T6N 1K9,780-988-6000 ,true,true,,,,,,http://www.golftown.com/,"13635 St Albert Trail NW, Edmonton, AB T5L 5E7, Canada",Golf Town
130,"560 - Golf Town, Sherwood Park",5000 Emerald Drive Unit 300,"Sherwood Park, AB T8H 0P5",Sherwood Park,AB,CANADA,T8H 0P5,780-417-2653,true,true,,,,,,http://www.golftown.com/,"5000 Emerald Dr, Sherwood Park, AB T8H 0P5, Canada",Golf Town
131,Blackhawk Golf Club,51111 Range Road 255,"Spruce Grove, AB T7Y 1A8",Spruce Grove,AB,CANADA,T7Y 1A8,780-470-4790,true,true,,,,,,http://www.playblackhawk.com/,"51111 Range Rd 255, Spruce Grove, AB T7Y 1A8, Canada",Blackhawk Golf Club
132,Deboer's Golf Shoppes & Training,5311 99 St N.w.,"Edmonton, AB T6E 5B7",Edmonton,AB,CANADA,T6E 5B7,780-430-8864,true,true,,,,,,http://www.deboersgolf.com/,"5311 99 St NW, Edmonton, AB T6E 5B7, Canada",de Boer's Golf Shop & Fitting Centre Inc
133,The Derrick Golf & Winter Club,3500 119 St N.w.,"Edmonton, ON T6J5P5",Edmonton,ON,CANADA,T6J5P5,780-408-2880,true,true,,,,,,http://www.derrickclub.com/,"3500 119 St NW, Edmonton, AB T6J 5P5, Canada",The Derrick Golf and Winter Club
134,Windermere Golf & Country Club,19110 Ellerslie Rd S.w.,"Edmonton, AB T6W 1A5",Edmonton,AB,CANADA,T6W 1A5,780-988-5014 ,true,true,,,,,,http://www.windermeregcc.com/,"19110 Ellerslie Rd SW, Edmonton, AB T6W 1A5, Canada",Windermere Golf & Country Club
135,Edmonton Country Club,6201 Country Club Rd W,"Edmonton, AB T6M 2J6",Edmonton,AB,CANADA,T6M 2J6,780-448-1333 ,true,true,,,,,,https://www.edmontoncountryclub.com/CONTACT.aspx,"6201 Country Club Rd NW, Edmonton, AB T6M 2J6, Canada",Edmonton Country Club
136,"553 - Golf Town, West Edmonton",18831 Stony Plain Rd. Nw,"Edmonton, AB T5S 2V9",Edmonton,AB,CANADA,T5S 2V9,780-444-1852 ,true,true,,,,,,http://www.golftown.com/,"18831 Stony Plain Rd, Edmonton, AB T5S 2V9, Canada",Golf Town
137,"523 - Golf Town, North Edmonton",13635 St. Albert Trail Nw,"Edmonton, AB T5L 5E7",Edmonton,AB,CANADA,T5L 5E7,780-482-4653 ,true,true,,,,,,http://www.golftown.com/,"13635 St Albert Trail NW, Edmonton, AB T5L 5E7, Canada",Golf Town
138,"517 - Golf Town, Ottawa West",570 Kanata Avenue Unit R1,"Kanata, ON K2T1K5",Kanata,ON,CANADA,K2T1K5,613-254-7064 ,true,true,,,,,,http://www.golftown.com/,"500 Terminal Ave, Ottawa, ON K1G 0Z3, Canada",Golf Town
139,Kevin Haime Golf Centre,560 Hazeldean Rd,"Stittsville, ON K2V1C4",Stittsville,ON,CANADA,K2V1C4,613-591-0006 ,true,true,,,,,,http://www.kevinhaime.com/,"560 Hazeldean Rd, Kanata, ON K2V 1C4, Canada",Kevin Haime Golf Centre
140,Royal Ottawa Golf Club,1405 Aylmer Rd,"Gatineau, QC J9H7L2",Gatineau,QC,CANADA,J9H7L2,819-777-0593 ,true,true,,,,,,http://royalottawagolfclub.com/,"1405 Chemin d'Aylmer, Gatineau, QC J9H 7L2, Canada",The Royal Ottawa Golf Club
141,"543 - Golf Town, Gatineau",91 Boulevard De La Grappe Unit #b4,"Gatineau, QC J8T0B5",Gatineau,QC,CANADA,J8T0B5,819-246-6601 ,true,true,,,,,,http://www.golftown.com/,"91 Boulevard de la Gappe, Gatineau, QC J8T 0B5, Canada",Golf Town
142,"530 - Golf Town, Ottawa East",500 Terminal Avenue Unit A20,"Ottawa, ON K1G0Z3",Ottawa,ON,CANADA,K1G0Z3,613-241-9859 ,true,true,,,,,,http://www.golftown.com/,"500 Terminal Ave, Ottawa, ON K1G 0Z3, Canada",Golf Town
143,"545 - Golf Town, Kelowna",2507 Enterprise Way,"Kelowna, BC V1X7K2",Kelowna,BC,CANADA,V1X7K2,250-861-8832 ,true,true,,,,,,http://www.golftown.com/,"2507 Enterprise Way, Kelowna, BC V1X 7K2, Canada",Golf Town
144,Rivershore Golf Links,330 Rivershore Dr,"Kamloops, BC V2H1S1",Kamloops,BC,CANADA,V2H1S1,250-573-4622,true,true,,,,,,http://www.rivershoregolflinks.com,"330 Rivershore Dr, Kamloops, BC V2H 1S1, Canada",Rivershore Estate & Golf Links
145,"534 - Golf Town, Boisbriand",3410 Des Grandes Tourelles,"Boisbriand, QC J7H0A2",Boisbriand,QC,CANADA,J7H0A2,450-420-5418 ,true,true,,,,,,http://www.golftown.com/,"3410 des, Avenue des Grandes Tourelles, Boisbriand, QC J7H 0A2, Canada",Golf Town
146,"508 - Golf Town, Pointe Claire",2315-a Transcanadienne,"Pointe-claire, QC H9R5Z5",Pointe-claire,QC,CANADA,H9R5Z5,514-693-0055 ,true,true,,,,,,http://www.golftown.com/,"2315 A Transcanadienne, Pointe-Claire, QC H9R 5Z5, Canada",Golf Town
147,"548 - Golf Town, Laval East",920 Boulevard Le Corbusier,"Laval, QC H7N0A8",Laval,QC,CANADA,H7N0A8,450-687-0648 ,true,true,,,,,,http://www.golftown.com/,"920 Boulevard le Corbusier, Laval, QC H7N 0A8, Canada",Golf Town
149,"509 - Golf Town, Marche",1001 Rue Du Marche Central Unit A-3,"Montreal, QC H4N1J8",Montreal,QC,CANADA,H4N1J8,514-382-4666 ,true,true,,,,,,http://www.golftown.com/,"1001 Rue du Marché Central, Montréal, QC H4N 1J8, Canada",Golf Town
150,"519 - Golf Town, St Leonard",6745 Metropolitain,"Saint-leonard, QC H1P1X8",Saint-leonard,QC,CANADA,H1P1X8,514-329-2069 ,true,true,,,,,,http://www.golftown.com/,"6745 Boul Métropolitain E, Saint-Léonard, QC H1P 1X8, Canada",Golf Town
151,"515 - Golf Town, St Hubert",1571 Des Promenades,"Saint-hubert, QC J3Y5K2",Saint-hubert,QC,CANADA,J3Y5K2,450-926-0110 ,true,true,,,,,,http://www.golftown.com/,"1571 Boulevard des Promenades, Saint-Hubert, QC J3Y 5K2, Canada",Golf Town
152,"510 - Golf Town, Langley",20150 Langley Bypass. Unit #110,"Langley, BC V3A9J8",Langley,BC,CANADA,V3A9J8,604-539-9320 ,true,true,,,,,,http://www.golftown.com/,"20150 Langley Bypass, Langley City, BC V3A 9J8, Canada",Golf Town
153,"550 - Golf Town, South Surrey",105-15820 26 Ave,"Surrey, BC V3Z2N6",Surrey,BC,CANADA,V3Z2N6,604-531-1290 ,true,true,,,,,,http://www.golftown.com/,"N 115, 15850 26 Ave, Surrey, BC V3S 2N6, Canada",Golf Town
154,Meadows Golf Centre,19049 Lougheed Hwy,"Pitt Meadows, BC V3Y2J6",Pitt Meadows,BC,CANADA,V3Y2J6,604-465-8818,true,true,,,,,,http://meadowsgolfcentre.com/,"19049 Lougheed Hwy, Pitt Meadows, BC V3Y 2J6, Canada",Meadows Golf Centre
155,"524 - Golf Town, Coquitlam",2929 Barnet Highway Unit 2142,"Coquitlam, BC V3B5R5",Coquitlam,BC,CANADA,V3B5R5,604-944-7976 ,true,true,,,,,,http://www.golftown.com/,"2929 Barnet Hwy, Coquitlam, BC V3B 5R5, Canada",Golf Town
156,Vancouver Golf Club,771 Austin Ave,"Coquitlam, BC V3K3N2",Coquitlam,BC,CANADA,V3K3N2,604-936-1131,true,true,,,,,,http://www.vancouvergolfclub.com/,"771 Austin Ave, Coquitlam, BC V3K 3N2, Canada",The Vancouver Golf Club
157,"507 - Golf Town, Richmond",Unit 130 9751 Bridgeport Road,"Richmond, BC V6X1S3",Richmond,BC,CANADA,V6X1S3,604-270-3120 ,true,true,,,,,,http://www.golftown.com/,"9751 Bridgeport Rd, Richmond, BC V6X 1S3, Canada",Golf Town
158,"529 - Golf Town, Victoria",2401a Millstream Road Unit 141,"Victoria, BC V9B3R5",Victoria,BC,CANADA,V9B3R5,250-391-4500 ,true,true,,,,,,http://www.golftown.com/,"2401A Millstream Rd, Victoria, BC V9B 3R5, Canada",Golf Town
159,"554 - Golf Town, North Vancouver",845 Marine Drive Unit 130,"North Vancouver, BC V7P1R7",North Vancouver,BC,CANADA,V7P1R7,604-904-2129 ,true,true,,,,,,http://www.golftown.com/,"845 Marine Dr, North Vancouver, BC V7P 1R7, Canada",Golf Town
160,Marine Drive Golf Club,7425 Yew St,"Vancouver, BC V6P6H1",Vancouver,BC,CANADA,V6P6H1,604-261-3212 ,true,true,,,,,,http://www.marine-drive.com/,"7425 Yew St, Vancouver, BC V6P 6H1, Canada",Marine Drive Golf Club
161,Club De Golf Les Cedres,669 Coupland St,"Granby, QC J2H0P7",Granby,QC,CANADA,J2H0P7,450-372-0167,true,true,,,,,,http://golflescedres.com/,"669 Rue Coupland, Granby, QC J2H 0P7, Canada",Club De Golf Les Cedres
162,Capilano Golf & Country Club Ltd,420 Southborough Dr,"West Vancouver, BC V7S1M2",West Vancouver,BC,CANADA,V7S1M2,604-925-4653 ,true,true,,,,,,http://capilanogolf.com/,"420 Southborough Drive, West Vancouver, BC V7S 1M2, Canada",Capilano Golf and Country Club
163,Shaughnessy Golf & Country Club,4300 Marine Dr S.w.,"Vancouver, BC V6N4A6",Vancouver,BC,CANADA,V6N4A6,604-266-6248 ,true,true,,,,,,http://www.shaughnessy.org/,"4300 SW Marine Dr, Vancouver, BC V6N 4A6, Canada",Shaughnessy Golf & Country Club
164,Cowichan Golf & Country Club,4955 Trans Canada Hwy,"Duncan, BC V9L3X1",Duncan,BC,CANADA,V9L3X1,250-746-5333 ,true,true,,,,,,http://www.cowichangolfclub.ca/,"4955 Trans-Canada Hwy, Duncan, BC V9L 3X1, Canada",Cowichan Golf Club
165,Nicklaus North Golf Club,8080 Nicklaus North Blvd,"Whistler, BC V0N1B8",Whistler,BC,CANADA,V0N1B8,604-938-9898,true,true,,,,,,https://www.nicklausnorth.com/,"8080 Nicklaus N Blvd, Whistler, BC V0N 1B0, Canada",Nicklaus North Golf Course
166,Club De Golf Drummondville,400 Chemin Du Golf,"Drummondville, QC J2C8S9",Drummondville,QC,CANADA,J2C8S9,819-472-7093,true,true,,,,,,http://www.golfdrummond.com/,"400 Chemin du Golf, Drummondville, QC J2C 8S9, Canada",Club de Golf Drummondville
167,"528 - Golf Town, Quebec City",1500 Boulevard Lebourgneuf,"Quebec, QC G2K2M4",Quebec,QC,CANADA,G2K2M4,418-623-3327 ,true,true,,,,,,http://www.golftown.com/,"1500 Boulevard Lebourgneuf, Québec, QC G2K 2M4, Canada",Golf Town
168,Club De Golf Du Bic,150 Route Du Golf,"Rimouski, QC G0L1B0",Rimouski,QC,CANADA,G0L1B0,418-736-5323,true,true,,,,,,http://www.clubdegolfbic.com/,"150 Route du Golf-du-Bic, Le Bic, QC G0L 1B0, Canada",Club de Golf de Bic Inc
169,"559 - Golf Town, Moncton",52 Wyse Street Unit 100,"Moncton, NB E1G0Z5",Moncton,NB,CANADA,E1G0Z5,506-855-5654 ,true,true,,,,,,http://www.golftown.com/,"52 Wyse St, Moncton, NB E1G 2K5, Canada",Golf Town
170,Golf Central,201 Chain Lake Drive #26,"Halifax, NS B3S1C8",Halifax,NS,CANADA,B3S1C8,902-450-4653 ,true,true,,,,,,http://www.golfcentral.ns.ca/,"201 Chain Lake Dr, Halifax, NS B3S 1C8, Canada",Golf Central
171,"533 - Golf Town, Dartmouth",80 Gale Terrace,"Dartmouth, NS B3B0B7",Dartmouth,NS,CANADA,B3B0B7,902-481-0479 ,true,true,,,,,,http://www.golftown.com/,"80 Gale Terrace, Dartmouth, NS B3B 0B7, Canada",Golf Town
172,Niakwa Country Club,620 Niakwa Rd,"Winnipeg, MB R2J2X3",Winnipeg,MB,CANADA,R2J2X3,204-256-2013 ,true,true,,,,,,https://www.niakwacountryclub.ca/,"620 Niakwa Rd, Winnipeg, MB R2J 2X3, Canada",Niakwa Country Club
173,Royal Regina Golf Shop,5401 11th Ave W.,"Regina, SK S4P3A1",Regina,SK,CANADA,S4P3A1,306-757-3558 ,true,true,,,,,,http://www.royalregina.com/,"5401 11th Avenue West, Regina, SK S4P 3A1, Canada",Royal Regina Golf Club
174,Elmwood Golf & Country Club,2015 Hillcrest Dr,"Swift Current, SK S9H3V8",Swift Current,SK,CANADA,S9H3V8,306-773-2722,true,true,,,,,,http://elmwoodgc.com/,"PO BOX 373, 2015 Hillcrest Dr, Swift Current, SK S9H 3V8, Canada",Elmwood Golf Club
175,Medicine Hat Golf & Country Club,947 Pigeon St N.e.,"Medicine Hat, AB T1C 1R2",Medicine Hat,AB,CANADA,T1C 1R2,403-527-8086,true,true,,,,,,http://www.medicinehatgolf.com/,"Pigeon St NE, Medicine Hat, AB T1C 1R2, Canada",Medicine Hat Golf and Country Club
176,London Hunt & Country Club,1431 Oxford St West,"London, ON N6H1W1",London,ON,CANADA,N6H1W1,519-471-2860 ,true,true,,,,,,http://www.londonhuntclub.com/,"1431 Oxford St W, London, ON N6H 1W1, Canada",London Hunt & Country Club
177,Brantford Golf & Country Club,60 Ava Rd,"Brantford, ON N3T5R7",Brantford,ON,CANADA,N3T5R7,519-752-3731 ,true,true,,,,,,http://brantfordgolfandcountryclub.com/,"60 Ava Rd, Brantford, ON N3T 5R7, Canada",Brantford Golf & Country Club
178,Cutten Fields Golf,190 College Ave E,"Guelph, ON N1H6L3",Guelph,ON,CANADA,N1H6L3,519-822-0402 ,true,true,,,,,,http://www.cuttenfields.com/,"190 College Ave E, Guelph, ON N1H 6L3, Canada",Cutten Fields
179,Hamilton Golf & Country Club,232 Golf Links Road,"Ancaster, ON L9G2N5",Ancaster,ON,CANADA,L9G2N5,905-648-2294 ,true,true,,,,,,http://www.hgcc.ca/,"232 Golf Links Rd, Ancaster, ON L9G 2N5, Canada",Hamilton Golf and Country Club
180,Dundas Valley Golf & Country Club,10 Woodleys Ln,"Dundas, ON L9H6Y6",Dundas,ON,CANADA,L9H6Y6,905-628-6738,true,true,,,,,,http://www.dundasvalleygolf.com/,"10 Woodleys Ln, Dundas, ON L9H 6Y6, Canada",Dundas Valley Golf & Curling Club Ltd
181,Mississaugua Golf & Country Club,1725 Mississauga Rd,"Mississauga, ON L5H2K4",Mississauga,ON,CANADA,L5H2K4,905-278-4857 ,true,true,,,,,,http://www.mississauguagolf.com/,"1725 Mississauga Rd, Mississauga, ON L5H 2K4, Canada",The Mississaugua Golf and Country Club
182,Mississaugua Golf & Country Club,1725 Mississauga Rd,"Mississauga, ON L5H 2K4",Mississauga,ON,CANADA,L5H 2K4,905-278-4857 ,true,true,,,,,,http://www.mississauguagolf.com/,"1725 Mississauga Rd, Mississauga, ON L5H 2K4, Canada",The Mississaugua Golf and Country Club
183,Modern Golf Ltd,2785 Skymark Ave Unit 17,"Mississauga, ON L4W4Y3",Mississauga,ON,CANADA,L4W4Y3,905-629-1003 ,true,true,,,,,,http://www.moderngolf.ca/,"2785 Skymark Ave #17, Mississauga, ON L4W 5A7, Canada",Modern Golf
184,The National Golf Club,134 Clubhouse Rd,"Woodbridge, ON L4L2W2",Woodbridge,ON,CANADA,L4L2W2,416-798-4901 ,true,true,,,,,,http://www.nationalgolf.ca/,"134 Clubhouse Rd, Woodbridge, ON L4L 2W2, Canada",The National Golf Club of Canada
185,Sirocco Golf Club Ltd,Site 13 Comp 21 R.r.9,"Calgary, AB T2J 5G5",Calgary,AB,CANADA,T2J 5G5,403-201-5505,true,true,,,,,,http://www.sirocco.ca/,"210178 64th Street West, Foothills No. 31, AB T1S 5G5, Canada",Sirocco Golf Club
186,Bearspaw Country Club,61 Hamilton Drive,"Calgary, AB T3R 1A2",Calgary,AB,CANADA,T3R 1A2,403-239-7444 ,true,true,,,,,,http://www.golfbearspaw.com/,"61 Hamilton Dr, Calgary, AB T3R 1A2, Canada",Bearspaw Country Club
187,Copper Point G.c.,651 Hwy 93/95,"Invermere, BC V0A1K3",Invermere,BC,CANADA,V0A1K3,250-341-3392,true,true,,,,,,http://copperpointgolf.com/,"#651, Hwy 93/95, RR#3, Invermere, BC V0A 1K3, Canada",Copper Point Golf Club
188,Ottawa Hunt Golf & Country Club,1 Huntclub Rd,"Ottawa, ON K1V1B9",Ottawa,ON,CANADA,K1V1B9,613-736-1134 ,true,true,,,,,,http://www.ottawahuntclub.org/,"1 Hunt Club Rd, Ottawa, ON K1V 1B9, Canada",Ottawa Hunt & Golf Club
189,Fort Mcmurray GC,"#1 Athabasca Ridge, Real Martin Dr","Fort Mcmurray, AB T9H 3G6",Fort Mcmurray,AB,CANADA,T9H 3G6,780-743-5577,true,true,,,,,,http://www.fortmcmurraygolfclub.com/,"1 Real Martin Dr, Fort McMurray, AB T9H 4R8, Canada",Fort McMurray Golf Club
190,Peak Golf,1619 Lonsdale Avenue,"North Vancouver, BC V7M2J5",North Vancouver,BC,CANADA,V7M2J5,604-980-8899,true,true,,,,,,http://peakgolf.ca/,"2077 W 4th Ave, Vancouver, BC V6J 1N3, Canada",Peak Golf
191,Nevada Bob's Golf Grande Prairie,11349-104 Ave,"Grande Prairie, AB T8V 0N7",Grande Prairie,AB,CANADA,T8V 0N7,780-513-2554 ,true,true,,,,,,http://www.nevadabobsgp.com/,"11349 104 Ave, Grande Prairie, AB T8V 0N7, Canada",Nevada Bob’s Golf - Grande Prairie
193,Club De Golf Levis,6100 Boul De La Rive-sud,"Levis, QC G6V8Z7",Levis,QC,CANADA,G6V8Z7,418-837-3618 EXP 232,true,true,,,,,,https://www.golflevis.com/,"6100 Boulevard Guillaume-Couture, Lévis, QC G6V 8Z7, Canada",Club De Golf Levis
194,Sarnia Golf and Country Club,500 Errol Rd W.,"Sarnia, ON N7V1X7",Sarnia,ON,CANADA,N7V1X7,519-336-2201,true,true,,,,,,http://www.sgcc.on.ca/,"500 Errol Rd W, Sarnia, ON N7V 1X7, Canada",Sarnia Golf & Curling Club Ltd
195,Golf Shop at Breezy Bend Golf Club,7620 Roblin Blvd,"Headingley, MB R4H1A7",Headingley,MB,CANADA,R4H1A7,204-895-7206,true,true,,,,,,http://www.breezybend.ca/,"7620 Roblin Blvd, Headingley, MB R4H 1A7, Canada",Breezy Bend Country Club
